,airportcode,airportcodecopy,airport,city,country,lat,long,currencycode,toeuro,fromeuro
246,MCV,MCV,McArthur River Mine Airport,McArthur River Mine,Australia,-16.4425,136.084,AUD,0.7253,1.3791
247,MQL,MQL,Mildura Airport,Mildura,Australia,-34.2292,142.086,AUD,0.7253,1.3791
248,MMG,MMG,Mount Magnet Airport,Mount Magnet,Australia,-28.1161,117.84200000000001,AUD,0.7253,1.3791
249,MRZ,MRZ,Moree Airport,Moree,Australia,-29.4989,149.845,AUD,0.7253,1.3791
250,MOV,MOV,Moranbah Airport,Moranbah,Australia,-22.0578,148.077,AUD,0.7253,1.3791
251,MYA,MYA,Moruya Airport,Moruya,Australia,-35.8978,150.144,AUD,0.7253,1.3791
252,MGB,MGB,Mount Gambier Airport,Mount Gambier,Australia,-37.7456,140.785,AUD,0.7253,1.3791
253,ONG,ONG,Mornington Island Airport,Mornington Island,Australia,-16.6625,139.178,AUD,0.7253,1.3791
254,MYI,MYI,Murray Island Airport,Murray Island,Australia,-9.91667,144.055,AUD,0.7253,1.3791
255,MBH,MBH,Maryborough Airport,Maryborough,Australia,-25.5133,152.715,AUD,0.7253,1.3791
256,NRA,NRA,Narrandera Airport,Narrandera,Australia,-34.7022,146.512,AUD,0.7253,1.3791
257,NAA,NAA,Narrabri Airport,Narrabri,Australia,-30.3192,149.827,AUD,0.7253,1.3791
258,NTN,NTN,Normanton Airport,Normanton,Australia,-17.6836,141.07,AUD,0.7253,1.3791
259,ZNE,ZNE,Newman Airport,Newman,Australia,-23.4178,119.803,AUD,0.7253,1.3791
260,OLP,OLP,Olympic Dam Airport,Olympic Dam,Australia,-30.485,136.877,AUD,0.7253,1.3791
261,PUG,PUG,Port Augusta Airport,Argyle,Australia,-32.506944,137.716667,AUD,0.7253,1.3791
262,PMK,PMK,Palm Island Airport,Palm Island,Australia,-18.7553,146.58100000000002,AUD,0.7253,1.3791
263,PBO,PBO,Paraburdoo Airport,Paraburdoo,Australia,-23.1711,117.745,AUD,0.7253,1.3791
264,GOV,GOV,Gove Airport,Gove,Australia,-12.2694,136.81799999999998,AUD,0.7253,1.3791
265,PKE,PKE,Parkes Airport,Parkes,Australia,-33.1314,148.239,AUD,0.7253,1.3791
266,PLO,PLO,Port Lincoln Airport,Port Lincoln,Australia,-34.6053,135.88,AUD,0.7253,1.3791
267,EDR,EDR,Pormpuraaw Airport,Pormpuraaw,Australia,-14.8967,141.609,AUD,0.7253,1.3791
268,PQQ,PQQ,Port Macquarie Airport,Port Macquarie,Australia,-31.4358,152.863,AUD,0.7253,1.3791
269,PTJ,PTJ,Portland Airport,Portland,Australia,-38.3181,141.471,AUD,0.7253,1.3791
270,ULP,ULP,Quilpie Airport,Quilpie,Australia,-26.6122,144.253,AUD,0.7253,1.3791
271,RAM,RAM,Ramingining Airport,Ramingining,Australia,-12.3564,134.898,AUD,0.7253,1.3791
272,RMA,RMA,Roma Airport,Roma,Australia,-26.545,148.775,AUD,0.7253,1.3791
273,SGO,SGO,St George Airport,St George,Australia,-28.0497,148.595,AUD,0.7253,1.3791
274,MJK,MJK,Shark Bay Airport,Shark Bay,Australia,-25.8939,113.57700000000001,AUD,0.7253,1.3791
275,SBR,SBR,Saibai Island Airport,Saibai Island,Australia,-9.37833,142.625,AUD,0.7253,1.3791
276,SRN,SRN,Strahan Airport,Strahan,Australia,-42.155,145.292,AUD,0.7253,1.3791
277,XTG,XTG,Thargomindah Airport,Thargomindah,Australia,-27.9864,143.811,AUD,0.7253,1.3791
278,TCA,TCA,Tennant Creek Airport,Tennant Creek,Australia,-19.6344,134.183,AUD,0.7253,1.3791
279,VCD,VCD,Victoria River Downs Airport,Victoria River Downs,Australia,-16.4033,131.002,AUD,0.7253,1.3791
280,SYU,SYU,Warraber Island Airport,Sue Islet,Australia,-10.2083,142.825,AUD,0.7253,1.3791
281,WNR,WNR,Windorah Airport,Windorah,Australia,-25.4131,142.667,AUD,0.7253,1.3791
282,WYA,WYA,Whyalla Airport,Whyalla,Australia,-33.0589,137.514,AUD,0.7253,1.3791
283,WUN,WUN,Wiluna Airport,Wiluna,Australia,-26.6292,120.221,AUD,0.7253,1.3791
284,WOL,WOL,Wollongong Airport,Wollongong,Australia,-34.5611,150.789,AUD,0.7253,1.3791
285,WIN,WIN,Winton Airport,Winton,Australia,-22.3636,143.086,AUD,0.7253,1.3791
286,BWT,BWT,Wynyard Airport,Burnie,Australia,-40.9989,145.731,AUD,0.7253,1.3791
287,OKR,OKR,Yorke Island Airport,Yorke Island,Australia,-9.75703,143.411,AUD,0.7253,1.3791
288,XMY,XMY,Yam Island Airport,Yam Island,Australia,-9.901110000000001,142.776,AUD,0.7253,1.3791
289,WME,WME,Mount Keith,Mount Keith,Australia,-27.286389,120.554722,AUD,0.7253,1.3791
290,NOA,NOA,Nowra Airport,Nowra,Australia,-34.9489,150.537,AUD,0.7253,1.3791
291,KTR,KTR,Tindal Airport,Katherine,Australia,-14.5211,132.378,AUD,0.7253,1.3791
292,TRO,TRO,Taree Airport,Taree,Australia,-31.8886,152.514,AUD,0.7253,1.3791
293,OAG,OAG,Orange Airport,Orange,Australia,-33.3817,149.13299999999998,AUD,0.7253,1.3791
294,GFN,GFN,Grafton Airport,Grafton,Australia,-29.7594,153.03,AUD,0.7253,1.3791
295,TWB,TWB,Toowoomba,Toowoomba,Australia,-27.542778000000002,151.91638899999998,AUD,0.7253,1.3791
296,BWB,BWB,Barrow Island Airport,Barrow Island,Australia,-20.798000000000002,115.406,AUD,0.7253,1.3791
297,MWB,MWB,Morawa Airport,Morawa,Australia,-29.211,116.009,AUD,0.7253,1.3791
298,EXM,EXM,Exmouth Airport,Exmouth,Australia,-21.933000000000003,114.12799999999999,AUD,0.7253,1.3791
299,DRB,DRB,Derby Airport,Derby,Australia,-17.39,123.68,AUD,0.7253,1.3791
300,WGE,WGE,Walgett Airport,Walgett,Australia,-30.0318,148.1222,AUD,0.7253,1.3791
301,BRT,BRT,Bathurst Island Airport,Bathurst Island,Australia,-11.769167,130.619722,AUD,0.7253,1.3791
302,DKI,DKI,Dunk Island Airport,Dunk Island,Australia,-17.939722,146.141944,AUD,0.7253,1.3791
303,LZR,LZR,Lizard Island Airport,Lizard Island,Australia,-14.673055999999999,145.454444,AUD,0.7253,1.3791
304,HLT,HLT,Hamilton Airport,Hamilton,Australia,-37.648889000000004,142.065278,AUD,0.7253,1.3791
305,HCQ,HCQ,Halls Creek Airport,Halls Creek,Australia,-18.233889,127.669722,AUD,0.7253,1.3791
306,FIZ,FIZ,Fitzroy Crossing Airport,Fitzroy Crossing,Australia,-18.178,125.59100000000001,AUD,0.7253,1.3791
307,RVT,RVT,Ravensthorpe Airport,Ravensthorpe,Australia,-33.797222,120.208056,AUD,0.7253,1.3791
308,HRN,HRN,Heron Island,Heron Island,Australia,-23.441667000000002,151.91138899999999,AUD,0.7253,1.3791
309,LYT,LYT,Lady Elliot Island,Lady Elliot Island,Australia,-24.113332999999997,152.715278,AUD,0.7253,1.3791
310,ORS,ORS,Orpheus Island,Orpheus Island,Australia,-18.634,146.5,AUD,0.7253,1.3791
311,GEX,GEX,Geelong Airport,Geelong,Australia,-38.225,144.333,AUD,0.7253,1.3791
312,PEA,PEA,Penneshaw Airport,Penneshaw,Australia,-34.75,137.933,AUD,0.7253,1.3791
313,CDA,CDA,Cooinda,Cooinda,Australia,-12.9033,132.532,AUD,0.7253,1.3791
314,JAB,JAB,Jabiru,Jabiru,Australia,-12.6571,132.893,AUD,0.7253,1.3791
315,TEF,TEF,Telfer Airport,Telfer,Australia,-21.713057,122.21222,AUD,0.7253,1.3791
316,RMK,RMK,Renmark,Renmark,Australia,-34.118,140.404,AUD,0.7253,1.3791
317,XMC,XMC,Mallacoota Airport,Mallacoota,Australia,-37.598301,149.720001,AUD,0.7253,1.3791
318,YUE,YUE,Yuendumu ,Yuendumu ,Australia,-22.254167000000002,131.78194399999998,AUD,0.7253,1.3791
319,GKL,GKL,Great Keppel Island,Great Keppel Island,Australia,-23.186,150.94299999999998,AUD,0.7253,1.3791
320,RPB,RPB,Roper Bar,Roper Bar,Australia,-14.734570000000001,134.5252,AUD,0.7253,1.3791
321,IFL,IFL,Innisfail,Innisfail,Australia,-17.559079999999998,146.01123,AUD,0.7253,1.3791
322,MOO,MOO,Moomba,Moomba,Australia,-28.1,140.2,AUD,0.7253,1.3791
323,ONS,ONS,Onslow ,Onslow,Australia,-21.666999999999998,115.116,AUD,0.7253,1.3791
324,TDR,TDR,Theodore,Theodore,Australia,-24.986736999999998,150.09311200000002,AUD,0.7253,1.3791
325,CCL,CCL,Chinchilla,Chinchilla,Australia,-26.769444,150.616667,AUD,0.7253,1.3791
326,JHQ,JHQ,Shute Harbour,Shute Harbour,Australia,-20.278299,148.757004,AUD,0.7253,1.3791
327,SHT,SHT,Shepparton,Shepparton,Australia,-36.428902,145.39300500000002,AUD,0.7253,1.3791
328,TEM,TEM,Temora,Temora,Australia,-34.4248,147.5104,AUD,0.7253,1.3791
329,GAH,GAH,Gayndah,Gayndah,Australia,-25.61528,151.62083,AUD,0.7253,1.3791
330,WIO,WIO,Wilcannia,Wilcannia,Australia,-31.51749992,143.3789978,AUD,0.7253,1.3791
331,BEO,BEO,Belmont Airport,Lake Macquarie,Australia,-33.066666999999995,151.648333,AUD,0.7253,1.3791
332,BMP,BMP,Brampton Island,Brampton Island,Australia,-20.804444399999998,149.27944440000002,AUD,0.7253,1.3791
333,BQB,BQB,Brusselton,Brusselton,Australia,-33.687222,115.400278,AUD,0.7253,1.3791
334,IVR,IVR,Inverell,Inverell,Australia,-29.888333000000003,151.14416699999998,AUD,0.7253,1.3791
335,GLI,GLI,Glen Innes,Glen Innes,Australia,-29.675,151.69,AUD,0.7253,1.3791
336,KFE,KFE,Dave Forest Airport,Cloudbreak,Australia,-22.291945000000002,119.437225,AUD,0.7253,1.3791
337,SLJ,SLJ,Solomon Airport,Solomon,Australia,-22.255,117.85,AUD,0.7253,1.3791
338,COJ,COJ,Coonabarabran,Coonabarabran,Australia,-31.337221000000003,149.27194,AUD,0.7253,1.3791
339,BSJ,BSJ,Bairnsdale Airport,Bairnsdale,Australia,-37.8875,147.567778,AUD,0.7253,1.3791
340,PXH,PXH,Prominent Hill,Prominent Hill,Australia,-29.716666999999998,135.52166699999998,AUD,0.7253,1.3791
341,XCH,XCH,Christmas Island,Christmas Island,Christmas Island,-10.450556,105.690278,AUD,0.7253,1.3791
342,CCK,CCK,Cocos Keeling Island Airport,Cocos Keeling Island,Cocos (Keeling) Islands,-12.1883,96.8339,AUD,0.7253,1.3791
343,TRW,TRW,Bonriki Intl,Tarawa,Kiribati,1.381636,173.147036,AUD,0.7253,1.3791
344,TBF,TBF,Tabiteuea North,Tabiteuea North,Kiribati,-1.224469,174.775614,AUD,0.7253,1.3791
345,CIS,CIS,Canton,Canton Island,Kiribati,-2.768122,-171.710394,AUD,0.7253,1.3791
346,CXI,CXI,Cassidy Intl,Kiritimati,Kiribati,1.986161,-157.34977800000001,AUD,0.7253,1.3791
347,ABF,ABF,Abaiang Atoll Airport,Abaiang Atoll,Kiribati,1.8,173.04,AUD,0.7253,1.3791
348,MZK,MZK,Marakei Airport,Marakei,Kiribati,2.050278,173.26666699999998,AUD,0.7253,1.3791
349,AEA,AEA,Abemama Atoll Airport,Abemama,Kiribati,0.490833,173.82861100000002,AUD,0.7253,1.3791
350,AAK,AAK,Aranuka Airport,Buariki,Kiribati,0.185278,173.63638899999998,AUD,0.7253,1.3791
351,KUC,KUC,Kuria Airport,Kuria,Kiribati,0.228611,173.410556,AUD,0.7253,1.3791
352,AIS,AIS,Arorae Island Airport,Arorae,Kiribati,-2.6333330000000004,179.816667,AUD,0.7253,1.3791
353,TMN,TMN,Tamana Airport,Tamana,Kiribati,-2.5,175.98333300000002,AUD,0.7253,1.3791
354,BEZ,BEZ,Beru Island Airport,Beru Island,Kiribati,-1.254722,176.00722199999998,AUD,0.7253,1.3791
355,NIG,NIG,Nikunau Airport,Nikunau,Kiribati,-1.35,176.45,AUD,0.7253,1.3791
356,BBG,BBG,Butaritari Atoll Airport,Butaritari,Kiribati,3.086521,172.811465,AUD,0.7253,1.3791
357,MTK,MTK,Makin Airport,Makin,Kiribati,3.3833330000000004,173.0,AUD,0.7253,1.3791
358,MNK,MNK,Maiana Airport,Maiana,Kiribati,0.933333,173.0,AUD,0.7253,1.3791
359,NON,NON,Nonouti Airport,Nonouti,Kiribati,-0.616667,174.366667,AUD,0.7253,1.3791
360,TSU,TSU,Tabiteuea South Airport,Tabiteuea,Kiribati,-1.35,174.8,AUD,0.7253,1.3791
361,INU,INU,Nauru Intl,Nauru,Nauru,-0.547458,166.9191,AUD,0.7253,1.3791
362,NLK,NLK,Norfolk Island Intl,Norfolk Island,Norfolk Island,-29.041625,167.938742,AUD,0.7253,1.3791
363,FUN,FUN,Funafuti International,Funafuti,Tuvalu,-8.525,179.19638899999998,AUD,0.7253,1.3791
364,AUA,AUA,Reina Beatrix Intl,Oranjestad,Aruba,12.501389,-70.015221,AWG,0.5331,1.8973
365,GYD,GYD,Heydar Aliyev,Baku,Azerbaijan,40.4675,50.046667,AZN,0.905,1.1062
366,BAK,BAK,Heydar Aliyev,Baku,Azerbaijan,40.4675,50.046667,AZN,0.905,1.1062
367,NAJ,NAJ,Nakhchivan Airport,Nakhchivan,Azerbaijan,39.1888,45.4584,AZN,0.905,1.1062
368,KVD,KVD,Ganja Airport,Ganja,Azerbaijan,40.7377,46.3176,AZN,0.905,1.1062
369,LLK,LLK,Lankaran International Airport,Lankaran,Azerbaijan,38.746389,48.817778000000004,AZN,0.905,1.1062
370,GBB,GBB,Qabala Airport,Qabala,Azerbaijan,40.826667,47.7125,AZN,0.905,1.1062
371,ZTU,ZTU,Zaqatala International Airport,Zaqatala,Azerbaijan,41.562222,46.667221999999995,AZN,0.905,1.1062
372,OMO,OMO,Mostar,Mostar,Bosnia and Herzegovina,43.2829,17.845878,BAM,0.5114,1.9562
373,SJJ,SJJ,Sarajevo,Sarajevo,Bosnia and Herzegovina,43.824583000000004,18.331467,BAM,0.5114,1.9562
374,BNX,BNX,Banja Luka International Airport,Banja Luka,Bosnia and Herzegovina,44.941444,17.297501,BAM,0.5114,1.9562
375,BGI,BGI,Grantley Adams Intl,Bridgetown,Barbados,13.074603,-59.492456000000004,BBD,0.47442399999999996,2.10814
376,CXB,CXB,Coxs Bazar,Cox's Bazar,Bangladesh,21.452194,91.963889,BDT,0.01241,84.1862
377,CGP,CGP,Shah Amanat Intl,Chittagong,Bangladesh,22.249610999999998,91.813286,BDT,0.01241,84.1862
378,IRD,IRD,Ishurdi,Ishurdi,Bangladesh,24.1525,89.049446,BDT,0.01241,84.1862
379,JSR,JSR,Jessore,Jessore,Bangladesh,23.1838,89.160833,BDT,0.01241,84.1862
380,RJH,RJH,Shah Mokhdum,Rajshahi,Bangladesh,24.437219,88.616511,BDT,0.01241,84.1862
381,SPD,SPD,Saidpur,Saidpur,Bangladesh,25.759228,88.908869,BDT,0.01241,84.1862
382,ZYL,ZYL,Osmany Intl,Sylhet Osmani,Bangladesh,24.963242,91.866783,BDT,0.01241,84.1862
383,DAC,DAC,Zia Intl,Dhaka,Bangladesh,23.843332999999998,90.39778100000001,BDT,0.01241,84.1862
384,BZL,BZL,Barisal Airport,Barisal,Bangladesh,22.801,90.3012,BDT,0.01241,84.1862
385,BOJ,BOJ,Burgas,Bourgas,Bulgaria,42.569583,27.515235999999998,BGN,0.5117,1.9551
386,GOZ,GOZ,Gorna Oryahovitsa,Gorna Orechovica,Bulgaria,43.151444,25.712889,BGN,0.5117,1.9551
387,PDV,PDV,Plovdiv,Plovdiv,Bulgaria,42.067806,24.850832999999998,BGN,0.5117,1.9551
388,SOF,SOF,Sofia,Sofia,Bulgaria,42.695194,23.406167,BGN,0.5117,1.9551
389,VAR,VAR,Varna,Varna,Bulgaria,43.232071999999995,27.825105999999998,BGN,0.5117,1.9551
390,HKV,HKV,Uzundzhovo,Haskovo,Bulgaria,41.976375,25.589817,BGN,0.5117,1.9551
391,BAH,BAH,Bahrain Intl,Bahrain,Bahrain,26.270834000000004,50.63361,BHD,2.5409,0.4011
392,BJM,BJM,Bujumbura Intl,Bujumbura,Burundi,-3.3240190000000003,29.318519000000002,BIF,0.0006146,1684.06
393,BDA,BDA,Bermuda Intl,Bermuda,Bermuda,32.364042,-64.678703,BMD,0.9488,1.0541
394,BWN,BWN,Brunei Intl,Bandar Seri Begawan,Brunei,4.9442,114.928353,BND,0.6924,1.4946
395,BJO,BJO,Bermejo,Bermejo,Bolivia,-22.773335999999997,-64.312881,BOB,0.1408,7.5058
396,CBB,CBB,Jorge Wilsterman,Cochabamba,Bolivia,-17.421058,-66.177114,BOB,0.1408,7.5058
397,CIJ,CIJ,Heroes Del Acre,Cobija,Bolivia,-11.040436,-68.782972,BOB,0.1408,7.5058
398,LPB,LPB,El Alto Intl,La Paz,Bolivia,-16.513339000000002,-68.192256,BOB,0.1408,7.5058
399,POI,POI,Capitan Nicolas Rojas,Potosi,Bolivia,-19.543069,-65.723706,BOB,0.1408,7.5058
400,PSZ,PSZ,Tte De Av Salvador Ogaya G,Puerto Suarez,Bolivia,-18.975281,-57.820586,BOB,0.1408,7.5058
401,SRE,SRE,Juana Azurduy De Padilla,Sucre,Bolivia,-19.007082999999998,-65.288747,BOB,0.1408,7.5058
402,TJA,TJA,Capitan Oriel Lea Plaza,Tarija,Bolivia,-21.555736,-64.701325,BOB,0.1408,7.5058
403,TDD,TDD,Tte Av Jorge Henrich Arauz,Trinidad,Bolivia,-14.818739,-64.918019,BOB,0.1408,7.5058
404,VVI,VVI,Viru Viru Intl,Santa Cruz,Bolivia,-17.644756,-63.135364,BOB,0.1408,7.5058
405,BYC,BYC,Yacuiba,Yacuiba,Bolivia,-21.960925,-63.65166899999999,BOB,0.1408,7.5058
406,SRZ,SRZ,Santa Cruz,Santa Cruz,Bolivia,-17.8,-63.166667000000004,BOB,0.1408,7.5058
407,REY,REY,Reyes Airport,Reyes,Bolivia,-14.3044,-67.3534,BOB,0.1408,7.5058
408,PUR,PUR,Puerto Rico Airport,Puerto Rico/Manuripi,Bolivia,-11.1077,-67.5512,BOB,0.1408,7.5058
409,SRJ,SRJ,Capitán Av. German Quiroga G. Airport,San Borja,Bolivia,-14.8592,-66.7375,BOB,0.1408,7.5058
410,RIB,RIB,Capitán Av. Selin Zeitun Lopez Airport,Riberalta,Bolivia,-11.0,-66.0,BOB,0.1408,7.5058
411,GYA,GYA,Capitán de Av. Emilio Beltrán Airport,Guayaramerín,Bolivia,-10.8206,-65.3456,BOB,0.1408,7.5058
412,UYU,UYU,Uyuni Airport,Uyuni,Bolivia,-20.466667,-66.833333,BOB,0.1408,7.5058
413,RBQ,RBQ,Rurrenabaque Airport,Rerrenabaque,Bolivia,-14.4275,-67.498056,BOB,0.1408,7.5058
414,CDJ,CDJ,Conceicao Do Araguaia,Conceicao Do Araguaia,Brazil,-8.348347,-49.301528000000005,BRL,0.2932,3.4191
415,AQA,AQA,Araraquara,Araracuara,Brazil,-21.811999999999998,-48.133028,BRL,0.2932,3.4191
416,AJU,AJU,Santa Maria,Aracaju,Brazil,-10.984000000000002,-37.070333000000005,BRL,0.2932,3.4191
417,AFL,AFL,Alta Floresta,Alta Floresta,Brazil,-9.866092,-56.10620600000001,BRL,0.2932,3.4191
418,ARU,ARU,Aracatuba,Aracatuba,Brazil,-21.141342,-50.424721999999996,BRL,0.2932,3.4191
419,BEL,BEL,Val De Cans Intl,Belem,Brazil,-1.37925,-48.476292,BRL,0.2932,3.4191
420,BGX,BGX,Comandante Gustavo Kraemer,Bage,Brazil,-31.390528000000003,-54.112244,BRL,0.2932,3.4191
421,PLU,PLU,Pampulha Carlos Drummond De Andrade,Belo Horizonte,Brazil,-19.851181,-43.950628,BRL,0.2932,3.4191
422,BFH,BFH,Bacacheri,Curitiba,Brazil,-25.405078,-49.232036,BRL,0.2932,3.4191
423,BSB,BSB,Presidente Juscelino Kubitschek,Brasilia,Brazil,-15.8711,-47.918625,BRL,0.2932,3.4191
424,BAU,BAU,Bauru,Bauru,Brazil,-22.345042000000003,-49.0538,BRL,0.2932,3.4191
425,BVB,BVB,Boa Vista,Boa Vista,Brazil,2.846311,-60.690068999999994,BRL,0.2932,3.4191
426,CAC,CAC,Cascavel,Cascavel,Brazil,-25.000339,-53.500764000000004,BRL,0.2932,3.4191
427,CNF,CNF,Tancredo Neves Intl,Belo Horizonte,Brazil,-19.63375,-43.968856,BRL,0.2932,3.4191
428,CGR,CGR,Campo Grande,Campo Grande,Brazil,-20.468667,-54.6725,BRL,0.2932,3.4191
429,XAP,XAP,Chapeco,Chapeco,Brazil,-27.134219,-52.656553,BRL,0.2932,3.4191
430,CLN,CLN,Carolina,Carolina,Brazil,-7.320444,-47.458667,BRL,0.2932,3.4191
431,CCM,CCM,Forquilhinha,Criciuma,Brazil,-28.725817,-49.424739,BRL,0.2932,3.4191
432,CAW,CAW,Bartolomeu Lisandro,Campos,Brazil,-21.698332999999998,-41.301669,BRL,0.2932,3.4191
433,CMG,CMG,Corumba Intl,Corumba,Brazil,-19.011931,-57.673053,BRL,0.2932,3.4191
434,CWB,CWB,Afonso Pena,Curitiba,Brazil,-25.528475,-49.175775,BRL,0.2932,3.4191
435,CRQ,CRQ,Caravelas,Caravelas,Brazil,-17.652282999999997,-39.253069,BRL,0.2932,3.4191
436,CXJ,CXJ,Campo Dos Bugres,Caxias Do Sul,Brazil,-29.197064,-51.187536,BRL,0.2932,3.4191
437,CGB,CGB,Marechal Rondon,Cuiaba,Brazil,-15.652931,-56.116718999999996,BRL,0.2932,3.4191
438,CZS,CZS,Cruzeiro do Sul,Cruzeiro do Sul,Brazil,-7.599906,-72.76948900000001,BRL,0.2932,3.4191
439,PPB,PPB,Presidente Prudente,President Prudente,Brazil,-22.175056,-51.424639,BRL,0.2932,3.4191
440,MAO,MAO,Eduardo Gomes Intl,Manaus,Brazil,-3.038611,-60.049721,BRL,0.2932,3.4191
441,IGU,IGU,Cataratas Intl,Foz Do Iguacu,Brazil,-25.59615,-54.48720600000001,BRL,0.2932,3.4191
442,FLN,FLN,Hercilio Luz,Florianopolis,Brazil,-27.670489,-48.547181,BRL,0.2932,3.4191
443,FEN,FEN,Fernando De Noronha,Fernando Do Noronha,Brazil,-3.8549279999999997,-32.423336,BRL,0.2932,3.4191
444,FOR,FOR,Pinto Martins Intl,Fortaleza,Brazil,-3.7762830000000003,-38.532556,BRL,0.2932,3.4191
445,GIG,GIG,Galeao Antonio Carlos Jobim,Rio De Janeiro,Brazil,-22.808903,-43.243646999999996,BRL,0.2932,3.4191
446,GYN,GYN,Santa Genoveva,Goiania,Brazil,-16.632033,-49.220686,BRL,0.2932,3.4191
447,GRU,GRU,Guarulhos Gov Andre Franco Montouro,Sao Paulo,Brazil,-23.432075,-46.469511,BRL,0.2932,3.4191
448,ATM,ATM,Altamira,Altamira,Brazil,-3.253906,-52.253978000000004,BRL,0.2932,3.4191
449,IOS,IOS,Ilheus,Ilheus,Brazil,-14.815964000000001,-39.033196999999994,BRL,0.2932,3.4191
450,IPN,IPN,Usiminas,Ipatinga,Brazil,-19.470722,-42.487583,BRL,0.2932,3.4191
451,IMP,IMP,Prefeito Renato Moreira,Imperatriz,Brazil,-5.531292,-47.46005,BRL,0.2932,3.4191
452,JDF,JDF,Francisco De Assis,Juiz De Fora,Brazil,-21.7915,-43.386778,BRL,0.2932,3.4191
453,JPA,JPA,Presidente Castro Pinto,Joao Pessoa,Brazil,-7.148381,-34.950681,BRL,0.2932,3.4191
454,JOI,JOI,Lauro Carneiro De Loyola,Joinville,Brazil,-26.224453000000004,-48.797364,BRL,0.2932,3.4191
455,CPV,CPV,Presidente Joao Suassuna,Campina Grande,Brazil,-7.2699169999999995,-35.896364,BRL,0.2932,3.4191
456,VCP,VCP,Viracopos,Campinas,Brazil,-23.0075,-47.134444,BRL,0.2932,3.4191
457,LIP,LIP,Lins,Lins,Brazil,-21.664039000000002,-49.730519,BRL,0.2932,3.4191
458,LDB,LDB,Londrina,Londrina,Brazil,-23.333625,-51.130072,BRL,0.2932,3.4191
459,LAZ,LAZ,Bom Jesus Da Lapa,Bom Jesus Da Lapa,Brazil,-13.262085999999998,-43.408114000000005,BRL,0.2932,3.4191
460,MAB,MAB,Maraba,Maraba,Brazil,-5.368589,-49.138025,BRL,0.2932,3.4191
461,MGF,MGF,Regional De Maringa Silvio Name Junior,Maringa,Brazil,-23.476392,-52.016405999999996,BRL,0.2932,3.4191
462,MOC,MOC,Mario Ribeiro,Montes Claros,Brazil,-16.706925,-43.8189,BRL,0.2932,3.4191
463,MCZ,MCZ,Zumbi Dos Palmares,Maceio,Brazil,-9.510808,-35.791678000000005,BRL,0.2932,3.4191
464,MCP,MCP,Macapa,Macapa,Brazil,0.050664,-51.072178,BRL,0.2932,3.4191
465,MNX,MNX,Manicore,Manicore,Brazil,-5.811381,-61.278318999999996,BRL,0.2932,3.4191
466,NVT,NVT,Ministro Victor Konder Intl,Navegantes,Brazil,-26.879998999999998,-48.65139,BRL,0.2932,3.4191
467,GEL,GEL,Santo Angelo,Santo Angelo,Brazil,-28.281683,-54.169139,BRL,0.2932,3.4191
468,NAT,NAT,Augusto Severo,Natal,Brazil,-5.911417,-35.247717,BRL,0.2932,3.4191
469,POA,POA,Salgado Filho,Porto Alegre,Brazil,-29.994428000000003,-51.171428000000006,BRL,0.2932,3.4191
470,POO,POO,Pocos De Caldas,Pocos De Caldas,Brazil,-21.843014,-46.567917,BRL,0.2932,3.4191
471,PFB,PFB,Lauro Kurtz,Passo Fundo,Brazil,-28.243989000000003,-52.326558,BRL,0.2932,3.4191
472,PET,PET,Pelotas,Pelotas,Brazil,-31.718353000000004,-52.327689,BRL,0.2932,3.4191
473,PNZ,PNZ,Senador Nilo Coelho,Petrolina,Brazil,-9.362411,-40.569097,BRL,0.2932,3.4191
474,PNB,PNB,Porto Nacional,Porto Nacional,Brazil,-10.719417,-48.399736,BRL,0.2932,3.4191
475,PMG,PMG,Ponta Pora,Ponta Pora,Brazil,-22.549639000000003,-55.702614000000004,BRL,0.2932,3.4191
476,PVH,PVH,Governador Jorge Teixeira De Oliveira,Porto Velho,Brazil,-8.709294,-63.902281,BRL,0.2932,3.4191
477,RBR,RBR,PlÃ¡cido de Castro,Rio Branco,Brazil,-9.583,-67.4836,BRL,0.2932,3.4191
478,REC,REC,Guararapes Gilberto Freyre Intl,Recife,Brazil,-8.126794,-34.923039,BRL,0.2932,3.4191
479,RIG,RIG,Rio Grande,Rio Grande,Brazil,-32.082617,-52.166542,BRL,0.2932,3.4191
480,SDU,SDU,Santos Dumont,Rio De Janeiro,Brazil,-22.910460999999998,-43.163133,BRL,0.2932,3.4191
481,RAO,RAO,Leite Lopes,Ribeirao Preto,Brazil,-21.134167,-47.774189,BRL,0.2932,3.4191
482,STU,STU,Santa Cruz,Rio De Janeiro,Brazil,-22.93235,-43.719091999999996,BRL,0.2932,3.4191
483,SJK,SJK,Professor Urbano Ernesto Stumpf,Sao Jose Dos Campos,Brazil,-23.228172,-45.862739000000005,BRL,0.2932,3.4191
484,SLZ,SLZ,Marechal Cunha Machado Intl,Sao Luis,Brazil,-2.5853610000000002,-44.234139,BRL,0.2932,3.4191
485,CGH,CGH,Congonhas,Sao Paulo,Brazil,-23.626692000000002,-46.655375,BRL,0.2932,3.4191
486,SJP,SJP,Sao Jose Do Rio Preto,Sao Jose Do Rio Preto,Brazil,-20.816567000000003,-49.406511,BRL,0.2932,3.4191
487,SSZ,SSZ,Base Aerea De Santos,Santos,Brazil,-23.925206,-46.2875,BRL,0.2932,3.4191
